id,x,y,z,yaw,pitch,roll
62,-294.159,234.201,-12.7877,2.46138,-0.0053503,0.0509747
63,-294.296,234.32,-12.7901,2.46033,-0.0044115,0.0520671
64,-294.427,234.434,-12.7887,2.46078,-0.00401525,0.0532762
65,-294.559,234.553,-12.7966,2.45973,-0.00346123,0.053167
66,-294.682,234.673,-12.7953,2.45891,-0.00202356,0.0498347
67,-294.811,234.792,-12.7922,2.45913,-0.00214274,0.0481752
68,-294.945,234.907,-12.7967,2.45912,-0.00230877,0.0489595
69,-295.082,235.019,-12.7977,2.45882,-0.00264373,0.0492334
70,-295.222,235.126,-12.7986,2.45985,-0.00275456,0.0497132
71,-295.348,235.239,-12.8036,2.45987,-0.00249132,0.0504398
72,-295.482,235.357,-12.8006,2.45985,-0.00278541,0.0505185
73,-295.613,235.474,-12.8073,2.45857,-0.00335272,0.0499862
74,-295.75,235.587,-12.8079,2.45834,-0.00380717,0.0510122
75,-295.882,235.702,-12.811,2.45886,-0.00384227,0.0511002
76,-296.01,235.812,-12.8183,2.45862,-0.0037053,0.0510283
77,-296.152,235.931,-12.8163,2.45834,-0.00291131,0.0490089
78,-296.29,236.057,-12.8095,2.45929,-0.00273523,0.0445711
79,-296.428,236.201,-12.8165,2.45963,-0.00227007,0.0410854
80,-296.565,236.319,-12.8196,2.45951,-0.000226458,0.0400254
81,-296.699,236.434,-12.8205,2.45938,0.00144966,0.0402427
82,-296.847,236.569,-12.8176,2.45913,0.00194227,0.0411808
83,-296.987,236.687,-12.8174,2.45924,0.00175963,0.0425058
84,-297.132,236.824,-12.8198,2.45821,0.00158291,0.0417248
85,-297.264,236.95,-12.8248,2.45762,0.00272067,0.0413142
86,-297.408,237.082,-12.8184,2.45713,0.00441324,0.0404585
87,-297.545,237.189,-12.8228,2.45741,0.00416723,0.0421445
88,-297.698,237.312,-12.8277,2.4586,0.00235492,0.0430951
89,-297.824,237.407,-12.8372,2.45899,0.00172203,0.0451411
90,-298.002,237.55,-12.8437,2.45902,0.00106246,0.0473326
91,-298.16,237.669,-12.8523,2.45916,-2.62329e-05,0.0480912
92,-298.3,237.782,-12.8568,2.46011,-0.000193072,0.0485322
93,-298.448,237.903,-12.8576,2.45981,-0.000630909,0.048686
94,-298.6,238.068,-12.8628,2.45875,-0.000755992,0.0470656
95,-298.742,238.231,-12.8558,2.45814,-0.00187457,0.0438439
96,-298.879,238.358,-12.8568,2.45815,-0.00379702,0.0427027
97,-299.024,238.479,-12.8582,2.45795,-0.00570772,0.0422518
98,-299.177,238.591,-12.8635,2.45846,-0.00716835,0.0429235
99,-299.32,238.699,-12.8674,2.4593,-0.0068455,0.0424945
100,-299.475,238.845,-12.8753,2.45913,-0.00527126,0.0403168
101,-299.621,238.977,-12.877,2.45972,-0.00462125,0.0406605
102,-299.771,239.107,-12.8797,2.45961,-0.00391544,0.0424697
103,-299.914,239.233,-12.8777,2.45988,-0.00322278,0.0435776
104,-300.068,239.35,-12.8729,2.46061,-0.00372474,0.0429788
105,-300.218,239.488,-12.8806,2.46093,-0.00436454,0.0406417
106,-300.362,239.61,-12.8835,2.46122,-0.00367728,0.0386893
107,-300.514,239.739,-12.8858,2.46179,-0.00290092,0.037363
108,-300.664,239.875,-12.8843,2.46264,-0.00245469,0.0360217
109,-300.815,240.003,-12.8862,2.46304,-0.00231065,0.0354955
110,-300.971,240.137,-12.8923,2.46357,-0.00259416,0.0347781
111,-301.122,240.276,-12.8951,2.46378,-0.00289671,0.0342194
112,-301.289,240.397,-12.8961,2.46351,-0.00245927,0.0334083
113,-301.443,240.534,-12.8959,2.46364,-0.000820015,0.0305659
114,-301.603,240.678,-12.8904,2.46712,-0.00160931,0.0254849
115,-301.759,240.802,-12.8847,2.46931,-0.0037651,0.0252049
116,-301.928,240.927,-12.8863,2.47107,-0.00432553,0.0227893
117,-302.099,241.046,-12.8981,2.47431,-0.00503338,0.0227946
118,-302.255,241.181,-12.9004,2.47575,-0.00430757,0.0233047
119,-302.425,241.314,-12.9032,2.47875,-0.00371769,0.0227553
120,-302.587,241.431,-12.9087,2.48106,-0.00383065,0.0231696
121,-302.753,241.552,-12.9093,2.48241,-0.00386896,0.0241559
122,-302.919,241.685,-12.9126,2.48473,-0.00429601,0.0239614
123,-303.092,241.814,-12.9133,2.48739,-0.00434316,0.0236865
124,-303.264,241.939,-12.9182,2.4908,-0.00387855,0.0237113
125,-303.428,242.065,-12.9233,2.49375,-0.00411424,0.022945
126,-303.593,242.185,-12.9202,2.49693,-0.00440696,0.0221632
127,-303.773,242.305,-12.9234,2.5002,-0.00432233,0.0220446
128,-303.942,242.427,-12.9265,2.50424,-0.00405431,0.0205452
129,-304.122,242.548,-12.9237,2.50987,-0.00390987,0.018618
130,-304.297,242.666,-12.9222,2.51451,-0.00382297,0.0181529
131,-304.478,242.786,-12.9226,2.5195,-0.00437398,0.018994
132,-304.655,242.897,-12.9141,2.5257,-0.00660759,0.020654
133,-304.833,243.012,-12.9112,2.5339,-0.00849621,0.0212752
134,-305.018,243.115,-12.9132,2.54341,-0.00994978,0.0206348
135,-305.204,243.207,-12.9111,2.55348,-0.0109564,0.0185472
136,-305.393,243.301,-12.9142,2.56454,-0.0113421,0.0154273
137,-305.588,243.397,-12.9166,2.57592,-0.0112221,0.0157712
138,-305.778,243.482,-12.9176,2.5876,-0.0112431,0.0157016
139,-305.97,243.565,-12.9098,2.59949,-0.0116107,0.0139345
140,-306.164,243.644,-12.9005,2.61203,-0.0118223,0.0111502
141,-306.366,243.72,-12.9008,2.62476,-0.0126952,0.00994843
142,-306.561,243.785,-12.8979,2.63745,-0.0127044,0.00907858
143,-306.759,243.867,-12.9014,2.65124,-0.012579,0.00622534
144,-306.967,243.931,-12.8985,2.66712,-0.0141932,0.00497885
145,-307.18,243.974,-12.8921,2.68137,-0.0143608,0.0067816
146,-307.385,244.04,-12.8899,2.69643,-0.0134078,0.00707735
147,-307.591,244.093,-12.8912,2.71266,-0.013553,0.00870137
148,-307.8,244.142,-12.8864,2.73007,-0.0133701,0.009254
149,-308.014,244.187,-12.8842,2.74794,-0.0123745,0.00768288
150,-308.22,244.223,-12.8829,2.76757,-0.0109544,0.00529057
151,-308.449,244.254,-12.8839,2.78888,-0.0106331,0.00447175
152,-308.674,244.286,-12.8818,2.80972,-0.0104963,0.00271782
153,-308.9,244.297,-12.8864,2.8303,-0.0108489,0.00270568
154,-309.126,244.32,-12.8878,2.85366,-0.0105903,0.00382104
155,-309.367,244.319,-12.8986,2.87769,-0.0104866,0.00677208
156,-309.617,244.309,-12.9037,2.90143,-0.00974949,0.00657433
157,-309.851,244.295,-12.9107,2.92477,-0.00908335,0.00628752
158,-310.09,244.264,-12.9151,2.94894,-0.00885478,0.00514982
159,-310.331,244.229,-12.9146,2.97338,-0.00841105,0.00434098
160,-310.564,244.191,-12.913,2.99878,-0.00816135,0.0039573
161,-310.779,244.154,-12.9141,3.02408,-0.00756263,0.00436384
162,-310.994,244.114,-12.91,3.04905,-0.00783233,0.00471706
163,-311.223,244.065,-12.9131,3.07421,-0.00712354,0.00565367
164,-311.467,244.005,-12.9187,3.09979,-0.0072039,0.00589991
165,-311.694,243.936,-12.9177,3.12599,-0.00770893,0.00592369
166,-311.93,243.872,-12.9195,-3.13127,-0.00699453,0.00576681
167,-312.17,243.793,-12.9197,-3.10462,-0.00524368,0.00538649
168,-312.405,243.698,-12.9272,-3.07725,-0.00467438,0.00481216
169,-312.636,243.604,-12.9278,-3.04981,-0.00488314,0.00458533
170,-312.879,243.487,-12.9346,-3.02211,-0.00557191,0.00615137
171,-313.087,243.391,-12.9339,-2.99402,-0.00507527,0.00675285
172,-313.332,243.27,-12.941,-2.96557,-0.00428281,0.00838832
173,-313.582,243.141,-12.947,-2.93774,-0.00192586,0.010126
174,-313.825,243.028,-12.9505,-2.91112,-0.000567967,0.0103392
175,-314.054,242.872,-12.9608,-2.88184,-0.000804605,0.012332
176,-314.287,242.686,-12.9815,-2.85244,-0.00453451,0.0147074
177,-314.537,242.548,-12.9967,-2.82501,-0.00594642,0.0147616
178,-314.722,242.429,-12.9961,-2.79797,-0.0063568,0.0124068
179,-314.962,242.232,-12.9898,-2.76846,-0.00735374,0.0132536
180,-315.182,242.046,-12.988,-2.74041,-0.00697374,0.017913
181,-315.419,241.85,-12.9963,-2.71272,-0.00649544,0.0191149
182,-315.668,241.632,-13.0119,-2.68161,-0.00518796,0.0197217
183,-315.92,241.408,-13.0129,-2.65277,-0.00366145,0.0188421
184,-316.162,241.192,-13.0209,-2.62629,-0.00276236,0.016867
185,-316.422,240.938,-13.0344,-2.60174,-0.0014097,0.013115
186,-316.699,240.667,-13.0354,-2.57939,-0.000633289,0.0079991
187,-316.967,240.426,-13.0428,-2.55762,0.00163004,0.00358924
188,-317.274,240.164,-13.0632,-2.53615,0.00384394,0.00169874
189,-317.491,239.97,-13.0627,-2.51909,0.00401149,0.00327877
190,-317.722,239.731,-13.0586,-2.50155,0.00354497,0.00665405
191,-317.908,239.523,-13.0727,-2.48751,0.00187357,0.00580683
192,-318.14,239.336,-13.0653,-2.47162,0.000299467,0.00445214
193,-318.383,239.094,-13.0672,-2.45473,3.6371e-05,0.00491649
194,-318.596,238.848,-13.0711,-2.4383,0.00154663,0.00489053
195,-318.817,238.555,-13.0847,-2.41949,0.000542683,0.00487615
196,-319.026,238.27,-13.1036,-2.40069,-0.00129076,0.00499138
197,-319.211,238.028,-13.1024,-2.3863,-0.00273884,0.00524402
198,-319.454,237.77,-13.1048,-2.37017,-0.00602,0.00927319
199,-319.687,237.495,-13.0963,-2.3564,-0.00891097,0.011414
200,-319.917,237.201,-13.0935,-2.34322,-0.0132943,0.0125912
201,-320.182,236.898,-13.0971,-2.3307,-0.019939,0.0126034
