id,x,y,z,yaw,pitch,roll
81,1805.71,867.09,0,0.0399596,-0.021595,0.00277722
82,1805.98,867.085,0,0.0403249,-0.0222525,-0.00353751
83,1806.31,867.111,0,0.0409057,-0.0230368,0.000233761
84,1806.33,867.089,0,0.041048,-0.0215055,-0.0099354
85,1806.36,867.074,0,0.0419084,-0.0210739,-0.0152042
86,1806.4,867.055,0,0.0427931,-0.0177593,-0.0168154
87,1806.75,867.075,0,0.0433761,-0.0192065,-0.0115699
88,1807.15,867.08,0,0.0436777,-0.0200156,-0.0162086
89,1808.08,867.087,0,0.0462734,0.0140415,-0.0324266
90,1808.36,867.093,0,0.04637,0.0137016,-0.0362613
91,1808.74,867.108,0,0.046917,0.0126604,-0.0396927
92,1809.25,867.138,0,0.0473202,0.00923814,-0.0351845
93,1809.56,867.166,0,0.0473567,0.00912351,-0.0403423
94,1810.01,867.181,0,0.0482656,0.00724623,-0.0316024
95,1810.56,867.213,0,0.0491636,0.00833813,-0.0318237
96,1811.01,867.19,0,0.0477476,0.00107724,-0.0390153
97,1811.47,867.234,0,0.0475593,0.000832003,-0.0355169
98,1812.08,867.226,0,0.0480195,-0.000781586,-0.0436086
99,1812.63,867.277,0,0.0474983,-0.00279723,-0.0319151
100,1812.96,867.264,0,0.0479883,0.000601583,-0.042021
101,1814.2,867.343,0,0.0477978,-0.00270735,-0.0212473
102,1814.36,867.341,0,0.048188,-0.00314954,-0.0260457
103,1814.67,867.348,0,0.0482437,-0.00348679,-0.0317185
104,1815.65,867.429,0,0.0474302,-0.00128409,-0.0147558
105,1816.07,867.434,0,0.0469016,-0.00367765,-0.0178685
106,1816.5,867.483,0,0.0468149,-0.00382404,-0.00982003
107,1816.93,867.577,0,0.0469733,0.00284433,0.00719932
108,1817.36,867.476,0,0.0460365,-0.00733752,-0.0169612
109,1817.79,867.501,0,0.0459267,-0.0107052,-0.0111093
110,1818.21,867.518,0,0.0456828,-0.00777358,-0.0112591
111,1818.66,867.537,0,0.0452123,-0.0079813,-0.0123451
112,1819.07,867.561,0,0.044325,-0.00498124,-0.0145855
113,1819.49,867.579,0,0.0434156,-0.00292358,-0.0116572
114,1819.86,867.605,0,0.0404663,-0.00189348,-0.015483
115,1820.29,867.603,0,0.0395715,-0.00307072,-0.0197159
116,1820.74,867.581,0,0.0382684,-0.00567401,-0.0321229
117,1821.2,867.592,0,0.0369002,-0.00863062,-0.0310352
118,1821.64,867.583,0,0.0356095,-0.0152298,-0.0400488
119,1822.06,867.587,0,0.0348353,-0.016881,-0.0430201
120,1822.48,867.61,0,0.0345312,-0.00612506,-0.0388408
121,1822.82,867.618,0,0.0321396,-0.00790065,-0.041157
122,1823.32,867.643,0,0.0327087,-0.00717256,-0.0345593
123,1823.76,867.668,0,0.0314728,-0.00791316,-0.0294799
124,1824.19,867.741,0,0.0334869,-0.00553882,0.00461438
125,1824.63,867.735,0,0.032392,-0.00741253,-1.31943E-06
126,1825.05,867.741,0,0.0315068,-0.00709402,-0.00261835
127,1825.52,867.779,0,0.0310689,-0.00358037,0.00273002
128,1825.89,867.801,0,0.030417,-0.00271769,0.00420226
129,1826.28,867.829,0,0.0287839,-0.00132081,0.00350833
130,1826.71,867.861,0,0.0272428,0.00198288,0.00564648
131,1827.04,867.863,0,0.0258409,0.001311,0.00369361
132,1827.52,867.852,0,0.0248846,-0.000822815,-0.000425024
133,1827.93,867.855,0,0.0244765,-0.000970736,-0.00143676
134,1828.37,867.863,0,0.0237498,-0.00115205,0.00116762
135,1828.71,867.841,0,0.0227404,-0.00274926,-0.0076664
136,1829.13,867.854,0,0.0216214,-0.00231653,-0.0117962
137,1829.54,867.843,0,0.0202958,-0.000638005,-0.0162121
138,1829.94,867.838,0,0.019589,-0.0024604,-0.0191418
139,1830.35,867.837,0,0.0189185,-0.00290612,-0.0199282
140,1830.78,867.833,0,0.0192261,-0.00431404,-0.0192662
141,1831.16,867.823,0,0.017866,-0.00594157,-0.0228619
142,1831.53,867.84,0,0.0157215,-0.00918236,-0.0158336
143,1831.9,867.833,0,0.0149829,-0.0104024,-0.016515
144,1832.32,867.857,0,0.0143122,-0.0093633,-0.0116759
145,1832.75,867.863,0,0.0136746,-0.011525,-0.0101852
146,1833.14,867.886,0,0.0126389,-0.0146993,-0.0092624
147,1833.55,867.827,0,0.0113134,-0.0211846,-0.018854
148,1833.97,867.796,0,0.0105027,-0.0174439,-0.0228027
149,1834.38,867.819,0,0.0103654,-0.0183953,-0.0157553
150,1834.8,867.801,0,0.0101197,-0.0198432,-0.0158729
151,1835.19,867.795,0,0.00918008,-0.021486,-0.0186208
152,1835.59,867.855,0,0.00904508,-0.0205057,-0.00608579
153,1836.02,867.898,0,0.0083179,-0.0279336,-0.00610795
154,1836.41,867.841,0,0.00777238,-0.036711,-0.0246173
155,1836.77,867.79,0,0.00831422,-0.0416504,-0.0325612
156,1837.13,867.782,0,0.00887128,-0.0383214,-0.0342119
157,1837.55,867.789,0,0.00934478,-0.0388276,-0.0361182
158,1838.01,867.801,0,0.00864632,-0.0372641,-0.0333463
159,1838.41,867.795,0,0.00826714,-0.034769,-0.0341357
160,1838.8,867.808,0,0.00727231,-0.0352503,-0.0316923
161,1839.2,867.917,0,0.00807144,-0.0226857,-0.00521968
162,1839.59,867.902,0,0.00716982,-0.0239318,-0.00443195
163,1840.07,867.902,0,0.00733238,-0.0280889,-0.00774866
164,1840.47,867.869,0,0.00753938,-0.0280781,-0.0208959
165,1840.86,867.807,0,0.00818491,-0.0241738,-0.0459313
166,1841.33,867.826,0,0.0086542,-0.0240068,-0.041902
167,1841.77,867.904,0,0.00883056,-0.0225616,-0.0203434
168,1842.13,867.909,0,0.00806239,-0.0228455,-0.0176072
169,1842.58,867.861,0,0.00840081,-0.0255993,-0.0358351
170,1842.94,867.844,0,0.00794024,-0.0282717,-0.0371279
171,1843.36,867.754,0,0.00800686,-0.0226784,-0.0566197
172,1843.84,867.741,0,0.00857341,-0.0223933,-0.0550744
173,1844.28,867.731,0,0.00982258,-0.022484,-0.0600504
174,1844.68,867.834,0,0.00956465,-0.0139807,-0.0260872
175,1845.12,867.818,0,0.00970517,-0.0141704,-0.0315936
176,1845.58,867.806,0,0.00970035,-0.0155601,-0.0359516
177,1846.02,867.828,0,0.00916576,-0.0144981,-0.029694
178,1846.43,867.852,0,0.00995069,-0.0167422,-0.0274166
179,1846.89,867.872,0,0.00830459,-0.0170754,-0.0195317
180,1847.31,867.87,0,0.00879114,-0.0178907,-0.0177015
181,1847.75,867.863,0,0.00885095,-0.0187951,-0.0198964
182,1848.2,867.859,0,0.00911216,-0.0200196,-0.0200524
183,1848.6,867.84,0,0.00945869,-0.0199092,-0.0254113
184,1849.05,867.817,0,0.0104614,-0.0199791,-0.0320507
185,1849.48,867.819,0,0.0108519,-0.0192676,-0.0340068
186,1849.9,867.851,0,0.00992534,-0.019152,-0.0373197
187,1850.33,867.897,0,0.0113618,-0.015747,-0.0224054
188,1850.73,867.913,0,0.0106787,-0.0155807,-0.018822
189,1851.15,867.923,0,0.0115806,-0.0164585,-0.0222294
190,1851.62,867.913,0,0.0151543,-0.0216493,-0.0194038
191,1852.04,867.926,0,0.0168505,-0.0194912,-0.0169309
192,1852.45,867.934,0,0.018454,-0.017365,-0.0154908
193,1852.85,867.896,0,0.0194597,-0.0115027,-0.029968
194,1853.24,867.909,0,0.0198706,-0.0117812,-0.0325653
195,1853.64,867.912,0,0.0218343,-0.0125382,-0.0325419
196,1854,867.929,0,0.0229835,-0.0135185,-0.0335179
197,1854.41,867.943,0,0.0242634,-0.0137358,-0.0312706
198,1854.8,867.948,0,0.0267235,-0.0137411,-0.0285412
199,1855.18,867.97,0,0.0271178,-0.0167372,-0.0248356
200,1855.52,867.987,0,0.0285148,-0.0168736,-0.0210792
201,1855.9,868.016,0,0.0305368,-0.0165839,-0.021023
202,1856.25,867.999,0,0.0314288,-0.0161374,-0.0232428
203,1856.65,867.997,0,0.0329435,-0.0184363,-0.0238904
204,1857.02,867.934,0,0.0348485,-0.0115146,-0.0464729
205,1857.33,867.955,0,0.0364859,-0.0132319,-0.0457642
206,1857.63,867.958,0,0.0326192,-0.0177936,-0.0425716
207,1858.06,867.985,0,0.0369374,-0.0219343,-0.0371512
208,1858.35,867.994,0,0.0371925,-0.0259083,-0.0372435
209,1858.72,868.018,0,0.0394091,-0.0259189,-0.0349765
210,1859.05,868.046,0,0.0409702,-0.0265915,-0.0324292
211,1859.38,868.038,0,0.0409043,-0.0266624,-0.033426
212,1859.69,868.019,0,0.0428502,-0.0196487,-0.0505889
213,1860.03,868.08,0,0.0447367,-0.0123165,-0.0230769
214,1860.34,868.09,0,0.0460185,-0.0107919,-0.0231869
215,1860.7,868.093,0,0.0471278,-0.0102305,-0.0292819
216,1861.06,868.106,0,0.048418,-0.0037205,-0.0295828
217,1861.36,868.119,0,0.0491467,-0.000644065,-0.0303182
218,1861.64,868.156,0,0.0508804,-0.000321484,-0.024048
219,1862,868.167,0,0.0522803,0.0013017,-0.0280439
220,1862.35,868.17,0,0.0527271,-0.00272472,-0.0291252
221,1862.61,868.21,0,0.0533034,-0.00497366,-0.0237884
222,1862.94,868.241,0,0.0552149,0.00252231,-0.0185369
223,1863.3,868.266,0,0.0570142,0.0024127,-0.0157243
224,1863.55,868.279,0,0.0573759,0.00122723,-0.0175534
225,1863.87,868.301,0,0.0581443,0.00179963,-0.016757
226,1864.23,868.279,0,0.0594258,0.00453293,-0.0269012
227,1864.55,868.265,0,0.0601368,0.00320559,-0.0356237
228,1864.8,868.269,0,0.0597646,0.000814278,-0.0369544
229,1865.17,868.306,0,0.0603388,-0.0005957,-0.0357183
230,1865.5,868.295,0,0.0604793,-0.00348755,-0.0394408
231,1865.8,868.336,0,0.0602927,-0.00371912,-0.0316721
232,1866.12,868.403,0,0.0641156,0.00358698,-0.0323344
233,1866.39,868.406,0,0.0632866,-0.000876723,-0.0284869
234,1866.78,868.343,0,0.0648583,-0.00147333,-0.0391361
235,1867.09,868.38,0,0.0645427,0.00210347,-0.0343285
236,1867.39,868.391,0,0.0649221,-0.00630087,-0.0432432
237,1867.73,868.415,0,0.0630947,-0.0101453,-0.0405662
238,1868.1,868.464,0,0.0632464,-0.00995963,-0.0385924
239,1868.37,868.487,0,0.0605158,-0.0102743,-0.0365786
240,1868.69,868.514,0,0.0589132,-0.00897978,-0.0312258
241,1869.13,868.508,0,0.0618576,0.00600723,-0.0518069
242,1869.41,868.551,0,0.0602341,0.00687858,-0.0383911
243,1869.8,868.593,0,0.0587573,0.00281818,-0.0252616
244,1870.16,868.59,0,0.0577085,0.00141713,-0.0323731
245,1870.5,868.61,0,0.0562949,0.0028902,-0.0278834
246,1870.87,868.688,0,0.0561149,0.00216006,-0.00737246
247,1871.21,868.631,0,0.0551819,0.00586577,-0.0271635
248,1871.58,868.665,0,0.0532249,0.00504547,-0.0221653
249,1871.96,868.678,0,0.052533,0.00279331,-0.0236746
250,1872.38,868.714,0,0.0526583,0.0012038,-0.0237579
251,1872.71,868.721,0,0.0505344,0.000651145,-0.0256581
252,1873.09,868.719,0,0.0493408,5.79624E-05,-0.0308516
253,1873.47,868.724,0,0.0483095,-0.00150205,-0.0317143
254,1873.85,868.728,0,0.0477112,-0.00377974,-0.0389649
255,1874.14,868.688,0,0.0392791,0.00266911,-0.0273584
256,1874.55,868.696,0,0.0374447,0.00207806,-0.0290312
257,1874.99,868.671,0,0.0354674,0.00412609,-0.0431223
258,1875.31,868.684,0,0.0333735,0.00600794,-0.0446221
259,1875.79,868.714,0,0.0343673,0.00571407,-0.0539652
260,1876.2,868.76,0,0.036557,0.00433664,-0.0723278
261,1876.64,868.864,0,0.036508,0.00113404,-0.0525536
262,1877.05,868.885,0,0.0352279,0.0009805,-0.0521625
263,1877.46,868.772,0,0.0318022,0.000770162,-0.073276
264,1877.84,868.83,0,0.0313357,0.000317892,-0.0567167
265,1878.21,868.792,0,0.0279937,0.00319251,-0.0639422
266,1878.65,868.785,0,0.0264602,0.00244074,-0.0621148
267,1879,868.727,0,0.0203277,0.00533412,-0.0582645
268,1879.4,868.736,0,0.0195089,0.00581071,-0.0608997
269,1879.91,868.988,0,0.0217642,0.00104115,0.0100618
270,1880.27,869.027,0,0.0214497,0.00198396,0.010958
271,1880.71,869.04,0,0.0205904,0.00489961,0.0112874
272,1881.01,869.008,0,0.019509,0.00591935,0.00355473
273,1881.54,869.004,0,0.0182914,0.00402264,-0.00173376
274,1882.01,868.968,0,0.0177633,0.00447134,-0.0141229
275,1882.42,868.887,0,0.0168533,0.0118888,-0.0499195
276,1882.84,868.903,0,0.0166126,0.00747138,-0.0556275
277,1883.21,868.945,0,0.0155321,0.00679454,-0.0418953
278,1883.64,868.932,0,0.0154597,0.00112357,-0.0548158
279,1884.1,869.017,0,0.0164062,-0.000398367,-0.0442082
280,1884.43,869.02,0,0.0145877,-0.0032191,-0.0475644
281,1885,869.007,0,0.0164199,-0.000787047,-0.047001
282,1885.38,869.106,0,0.0112445,-0.00491365,-0.000748178
283,1885.77,869.174,0,0.0155985,-0.0073964,0.00645512
284,1886.17,869.193,0,0.0166627,-0.00929923,0.00755203
285,1886.58,869.091,0,0.0201288,0.00335961,-0.0119373
286,1887.08,869.193,0,0.0223652,0.00409987,0.00104678
287,1887.52,869.217,0,0.019536,0.00309983,0.00644069
288,1887.99,869.168,0,0.0177208,0.00619873,-0.00561307
289,1888.37,869.119,0,0.0142809,0.000812963,-0.00189171
290,1888.76,869.184,0,0.0200419,-0.00180837,0.00628747
291,1889.1,869.182,0,0.0188778,-0.00141066,0.00676559
292,1889.52,869.212,0,0.0203973,-0.00162516,0.0164343
293,1889.9,869.172,0,0.0192294,0.00194682,0.0262527
294,1890.32,869.22,0,0.0212304,0.0105113,0.0193795
295,1890.89,869.082,0,0.0183807,0.0106242,-0.0151172
296,1891.32,868.991,0,0.0138879,0.0101633,-0.0272403
297,1891.72,869.037,0,0.0167081,0.00890051,-0.0221187
298,1891.97,869.009,0,0.0172494,0.00913979,-0.0270853
299,1892.46,869.031,0,0.0155347,0.0175965,-0.0206161
300,1892.87,869.05,0,0.0176573,0.0178742,-0.0230742
301,1893.36,869.064,0,0.0202865,0.0204257,-0.0235374
302,1893.72,869.039,0,0.019227,0.0166444,-0.0281769
303,1894.13,869.018,0,0.0225039,0.0138385,-0.041399
304,1894.55,869.007,0,0.0222853,0.0180193,-0.0445625
305,1894.86,869.028,0,0.0200102,0.0200806,-0.0400805
306,1895.28,869.07,0,0.018252,0.0185861,-0.0311388
307,1895.77,869.174,0,0.0221587,0.012272,-0.0307213
308,1896.29,869.164,0,0.0221249,0.00843545,-0.0322949
309,1896.67,869.113,0,0.0173828,0.00921061,-0.0232423
310,1897.11,869.14,0,0.0190248,0.00679376,-0.0247541
311,1897.53,869.122,0,0.0194085,0.00511425,-0.0283734
312,1898.35,869.141,0,0.0194462,0.00558714,-0.0213529
313,1898.79,869.151,0,0.0204257,0.0172684,-0.02464
314,1899.21,869.141,0,0.0203214,0.0071622,-0.0298136
315,1899.63,869.155,0,0.0187871,0.00526181,-0.0265352
316,1900.03,869.153,0,0.0182457,0.00222304,-0.0303015
317,1900.52,869.126,0,0.0184858,0.00736397,-0.0347206
318,1900.9,869.105,0,0.0159179,0.00586253,-0.0330937
319,1901.33,869.163,0,0.0182429,0.00926429,-0.0282222
320,1901.77,869.147,0,0.0164333,0.00587875,-0.0247034
321,1902.23,869.154,0,0.0146089,0.00462053,-0.0177437
322,1902.61,869.225,0,0.011591,0.00138493,0.00335344
323,1903.06,869.237,0,0.0121785,0.0010824,0.00255193
324,1903.49,869.242,0,0.0105797,-0.000225975,-0.000815654
325,1903.95,869.273,0,0.0118973,-0.000131753,0.00404388
326,1904.43,869.27,0,0.0131187,-0.00304588,0.00231553
327,1904.95,869.243,0,0.0157549,-0.0044324,-0.0053372
328,1905.33,869.294,0,0.0151975,-0.000490004,0.0023732
329,1905.77,869.374,0,0.0166928,0.00164472,0.0181839
330,1906.2,869.346,0,0.0142313,-0.00024462,0.0157565
331,1906.68,869.318,0,0.0166131,0.00601251,0.0176557
332,1907.06,869.35,0,0.0154312,0.00578793,0.0229609
333,1907.49,869.335,0,0.0174016,0.00206108,0.0167788
334,1907.98,869.339,0,0.0166327,-0.000445559,0.0179947
335,1908.42,869.372,0,0.0168307,-0.000477352,0.0213461
336,1908.83,869.375,0,0.018916,-0.00293371,0.0123943
337,1909.23,869.403,0,0.0180371,-0.00440048,0.00969926
338,1909.66,869.406,0,0.0174624,-0.00542943,0.00715894
339,1910.15,869.354,0,0.0190613,-0.00447073,0.0124228
340,1910.59,869.341,0,0.0208109,-0.00154716,0.0125244
341,1911,869.422,0,0.0189839,0.00084979,0.0297089
342,1911.44,869.386,0,0.0192273,-0.0019855,0.0240752
343,1911.88,869.531,0,0.0195999,-0.00190112,0.0471467
344,1912.34,869.575,0,0.0187376,-0.00402512,0.0533533
345,1912.8,869.555,0,0.0188319,-0.00588871,0.0499349
346,1913.21,869.576,0,0.0211682,-0.00440847,0.0457841
347,1913.65,869.566,0,0.0209363,-0.00170589,0.0480859
348,1914.12,869.576,0,0.0217922,-0.00211986,0.0457722
349,1914.55,869.554,0,0.023156,-0.00231854,0.0372678
350,1914.97,869.543,0,0.0257942,-0.00402676,0.0208534
351,1915.4,869.539,0,0.0249635,-0.00427236,0.017202
352,1915.86,869.587,0,0.0251568,-0.00584016,0.0152427
353,1916.29,869.609,0,0.0265529,-0.00601069,0.0191795
354,1916.75,869.621,0,0.0248638,-0.00303145,0.0345382
355,1917.21,869.766,0,0.0266277,0.00611059,0.0696614
356,1917.61,869.75,0,0.0270915,0.00652039,0.0652342
357,1918.02,869.761,0,0.0281482,0.00759284,0.058393
358,1918.5,869.734,0,0.0272499,0.00389014,0.0483578
359,1918.93,869.771,0,0.0273855,0.00499339,0.0573515
360,1919.43,869.792,0,0.0296724,0.00237869,0.0659275
361,1919.84,869.831,0,0.0293784,0.00153235,0.0648204
362,1920.33,869.811,0,0.0325345,-0.00282241,0.0653918
363,1920.74,869.879,0,0.0325963,0.000317347,0.0682976
364,1921.18,869.824,0,0.0321793,-0.00208555,0.0557855
365,1921.66,869.724,0,0.0323269,-0.00836487,0.0441722
366,1922.04,869.727,0,0.0315812,-0.00967634,0.0401915
367,1922.5,869.756,0,0.031743,-0.0103451,0.038721
368,1922.93,869.698,0,0.0307591,-0.0110048,0.0317133
369,1923.38,869.763,0,0.0331307,-0.012032,0.0332564
370,1923.84,869.682,0,0.0329095,-0.0116284,0.0262753
371,1924.3,869.682,0,0.0389211,-0.00414768,0.0136229
372,1924.8,869.677,0,0.0405324,-0.004457,0.0177162
373,1925.15,869.696,0,0.0400516,-0.00470047,0.012618
374,1925.65,869.693,0,0.0397286,-0.00484612,0.0123334
375,1926.08,869.717,0,0.0406204,-0.00412984,0.00965332
376,1926.55,869.757,0,0.0430959,0.00205189,0.0103477
377,1926.96,869.779,0,0.0440605,0.000592843,0.0126479
378,1927.42,869.789,0,0.0463703,-0.000949704,0.0160012
379,1927.85,869.823,0,0.0463295,-0.00509966,0.0174855
380,1928.31,869.845,0,0.0463174,-0.00766231,0.0228757
381,1928.76,869.855,0,0.0476365,-0.008666,0.0241892
382,1929.24,869.836,0,0.0488523,-0.00915963,0.0227825
383,1929.7,869.844,0,0.0479544,-0.00968562,0.0253866
384,1930.09,869.827,0,0.0477104,-0.00412253,0.00938218
385,1930.58,869.816,0,0.0500173,-0.00550354,0.00243217
386,1930.99,869.846,0,0.0489764,-0.00618511,0.00406924
387,1931.44,869.866,0,0.0503121,-0.00578116,0.00839874
388,1931.87,869.909,0,0.0474816,0.00238297,0.0171288
389,1932.32,869.946,0,0.052933,-0.00281047,0.017578
390,1932.76,869.934,0,0.0493376,-0.00258235,0.0131652
391,1933.22,869.981,0,0.0483431,0.00184788,0.00841058
392,1933.63,870.006,0,0.0497337,0.000884561,0.0143633
393,1934.08,870.035,0,0.0499138,0.00119839,0.0222811
394,1934.51,870.05,0,0.0496689,-0.000613683,0.0267681
395,1934.88,870.079,0,0.0471397,0.00126391,0.0163256
396,1935.28,870.074,0,0.0444582,0.00295147,-0.00492055
