id,x,y,z,yaw,pitch,roll
69,-295.241,235.173,-12.7088,2.45727,0.00358132,0.0574142
70,-295.378,235.281,-12.7591,2.4569,0.00273725,0.0614418
71,-295.518,235.401,-12.7659,2.4558,0.0019346,0.0591145
72,-295.652,235.514,-12.7687,2.45432,0.00098493,0.0599989
73,-295.781,235.63,-12.7722,2.45435,0.00106162,0.060739
74,-295.91,235.739,-12.7654,2.45546,0.00288792,0.0636701
75,-296.042,235.865,-12.7705,2.45467,0.00252057,0.0622724
76,-296.183,235.984,-12.7788,2.45378,0.00222563,0.0607964
77,-296.326,236.101,-12.7973,2.45415,0.000636848,0.0590606
78,-296.46,236.229,-12.7744,2.4555,0.00255915,0.0593769
79,-296.587,236.345,-12.7717,2.45517,0.00538623,0.0596258
80,-296.721,236.46,-12.7945,2.45454,0.00573329,0.0579829
81,-296.868,236.587,-12.7886,2.45518,0.00666141,0.0584109
82,-297.017,236.709,-12.7596,2.45489,0.00774547,0.0636306
83,-297.165,236.835,-12.7668,2.45484,0.00665407,0.0625082
84,-297.3,236.947,-12.792,2.45456,0.00730307,0.062466
85,-297.44,237.068,-12.7946,2.45404,0.00854611,0.0619636
86,-297.574,237.198,-12.7878,2.45414,0.00835663,0.0604549
87,-297.716,237.342,-12.7735,2.45566,0.00771856,0.0604671
88,-297.864,237.454,-12.7733,2.45602,0.00757739,0.0602147
89,-298.004,237.568,-12.7677,2.45537,0.0070366,0.0607834
90,-298.147,237.7,-12.7679,2.45538,0.00799033,0.0599283
91,-298.29,237.831,-12.7951,2.45672,0.00709031,0.0591112
92,-298.433,237.953,-12.8077,2.45716,0.00597532,0.0581961
93,-298.581,238.078,-12.8257,2.45635,0.00440683,0.0576904
94,-298.729,238.211,-12.8261,2.45592,0.00308564,0.0559387
95,-298.888,238.33,-12.8665,2.45612,-0.00011631,0.0565281
96,-299.039,238.46,-12.9204,2.45612,-0.00383745,0.0560655
97,-299.201,238.589,-12.9635,2.45696,-0.00704069,0.0576499
98,-299.35,238.718,-12.9761,2.4577,-0.00709103,0.0580319
99,-299.501,238.841,-12.9854,2.45775,-0.00581463,0.0574692
100,-299.641,238.972,-13.0064,2.45875,-0.00503447,0.0560678
101,-299.778,239.111,-13.0189,2.45947,-0.005542,0.0590881
102,-299.965,239.229,-13.2008,2.45893,-0.0142437,0.0684722
103,-300.109,239.356,-13.1758,2.45994,-0.0137852,0.067173
104,-300.258,239.502,-13.2494,2.46082,-0.0171822,0.0648852
105,-300.403,239.638,-13.2546,2.46145,-0.0163018,0.0588584
106,-300.538,239.763,-13.2287,2.46188,-0.0140388,0.0568516
107,-300.692,239.88,-13.2355,2.46186,-0.0130767,0.0566788
108,-300.828,240.021,-13.1873,2.46354,-0.0108141,0.0542641
109,-300.984,240.149,-13.1501,2.46367,-0.00964916,0.0525165
110,-301.154,240.28,-13.1626,2.46378,-0.0111494,0.0517745
111,-301.307,240.426,-13.1933,2.46432,-0.0126635,0.0507687
112,-301.491,240.54,-13.2711,2.46364,-0.0145058,0.0519233
113,-301.645,240.666,-13.2629,2.46685,-0.0152296,0.0478441
114,-301.789,240.801,-13.2308,2.46856,-0.0165831,0.044589
115,-301.957,240.928,-13.1772,2.47054,-0.0169649,0.0409588
116,-302.103,241.072,-13.107,2.47473,-0.0139936,0.0364167
117,-302.272,241.189,-13.1316,2.47556,-0.0144472,0.0380855
118,-302.42,241.321,-13.0871,2.47902,-0.0126432,0.0344575
119,-302.571,241.452,-12.9995,2.48169,-0.0105198,0.0274939
120,-302.734,241.572,-12.9469,2.48281,-0.00867351,0.0244017
121,-302.899,241.7,-12.9508,2.48526,-0.00868834,0.0231835
122,-303.072,241.829,-12.9514,2.48794,-0.00833699,0.0231147
123,-303.234,241.949,-12.9316,2.49087,-0.0074227,0.0212344
124,-303.41,242.069,-12.9304,2.49362,-0.00782683,0.0203876
125,-303.57,242.196,-12.9099,2.49685,-0.00712412,0.0182894
126,-303.745,242.316,-12.9066,2.49976,-0.00694036,0.017711
127,-303.92,242.434,-12.9409,2.50367,-0.00775238,0.0183554
128,-304.094,242.558,-12.9145,2.51004,-0.00685935,0.0163644
129,-304.266,242.675,-12.9045,2.51456,-0.00627007,0.0156918
130,-304.443,242.785,-12.9148,2.51891,-0.00710186,0.0165627
131,-304.621,242.893,-12.9348,2.52524,-0.0105517,0.0192094
132,-304.815,242.989,-12.9474,2.53213,-0.0128,0.0222074
133,-304.997,243.09,-12.9216,2.54161,-0.0138601,0.0194525
134,-305.18,243.196,-12.9116,2.55224,-0.0145887,0.017472
135,-305.372,243.282,-12.8839,2.56272,-0.0144147,0.0134185
136,-305.562,243.367,-12.8944,2.57419,-0.0150156,0.012726
137,-305.756,243.448,-12.8972,2.58526,-0.0145537,0.0131051
138,-305.946,243.548,-12.9473,2.59764,-0.0181943,0.00892002
139,-306.139,243.629,-12.9702,2.6101,-0.0187092,0.00970174
140,-306.332,243.707,-12.9804,2.62303,-0.0190327,0.0096223
141,-306.538,243.769,-12.9789,2.63567,-0.018484,0.0105032
142,-306.743,243.841,-13.0029,2.64929,-0.0194639,0.0112213
143,-306.962,243.894,-13.0447,2.66484,-0.0237512,0.0132967
144,-307.181,243.935,-13.1686,2.67919,-0.0278362,0.0236933
145,-307.405,243.981,-13.2895,2.69385,-0.0311693,0.033781
146,-307.624,244.018,-13.386,2.70959,-0.0339532,0.0436515
147,-307.821,244.079,-13.1786,2.72695,-0.0286117,0.0284172
148,-308.037,244.12,-13.2091,2.74477,-0.0297751,0.0300247
149,-308.265,244.133,-13.2673,2.76324,-0.0319903,0.033446
150,-308.478,244.176,-13.2145,2.78531,-0.0296749,0.0286969
151,-308.7,244.192,-13.2139,2.80598,-0.0300072,0.0276894
152,-308.928,244.201,-13.23,2.82714,-0.0306866,0.0281871
153,-309.157,244.206,-13.244,2.84977,-0.0313628,0.0295166
154,-309.39,244.185,-13.2449,2.87292,-0.0315629,0.0306184
155,-309.631,244.166,-13.267,2.89594,-0.0322959,0.0324043
156,-309.832,244.189,-12.9414,2.91961,-0.0142663,0.00410112
157,-310.071,244.145,-12.9269,2.94236,-0.0127917,0.00128199
158,-310.282,244.134,-12.8735,2.96799,-0.00900629,-0.00375254
159,-310.503,244.105,-12.8275,2.99303,-0.0068517,-0.00674204
160,-310.722,244.084,-12.8197,3.01956,-0.00517637,-0.00926652
161,-310.967,244.081,-12.9447,3.04551,-0.0125455,-0.0152557
162,-311.19,244.035,-12.9461,3.07154,-0.0114378,-0.0172599
163,-311.428,243.969,-12.9751,3.09663,-0.0120022,-0.0161015
164,-311.658,243.905,-12.9636,3.12343,-0.0105552,-0.0202934
165,-311.887,243.834,-12.9657,-3.13329,-0.00965953,-0.0208851
166,-312.122,243.77,-13.0303,-3.10501,-0.0115954,-0.0248564
167,-312.361,243.682,-13.005,-3.07906,-0.00897083,-0.0293514
168,-312.609,243.594,-13.0112,-3.05193,-0.00862183,-0.0313576
169,-312.835,243.499,-12.9916,-3.02424,-0.00664327,-0.032846
170,-313.065,243.368,-13.0444,-2.9955,-0.00899706,-0.0282615
171,-313.3,243.244,-13.0937,-2.96815,-0.0096559,-0.0251438
172,-313.533,243.114,-13.1321,-2.94013,-0.00921947,-0.0268757
173,-313.754,242.989,-13.0874,-2.91238,-0.00352055,-0.0308497
174,-313.997,242.867,-13.0989,-2.88307,-0.00340561,-0.0347533
175,-314.239,242.701,-13.1552,-2.85345,-0.00382386,-0.0381606
176,-314.474,242.537,-13.1508,-2.82625,-0.00192587,-0.035652
177,-314.711,242.397,-13.0185,-2.79843,0.00459966,-0.0463683
178,-314.967,242.228,-13.0435,-2.76661,0.00414516,-0.039938
179,-315.209,242.031,-13.0876,-2.73864,0.00368077,-0.0341664
180,-315.456,241.841,-13.0658,-2.71037,0.00571863,-0.035944
181,-315.707,241.633,-12.984,-2.68125,0.00977425,-0.0295981
182,-315.918,241.429,-13.058,-2.6547,0.00554307,-0.0226539
183,-316.175,241.193,-13.1087,-2.62788,0.0049147,-0.0183442
184,-316.43,240.967,-13.0863,-2.59998,0.00884858,-0.0194966
185,-316.667,240.763,-13.0849,-2.57723,0.00849324,-0.0196611
186,-316.896,240.513,-13.0312,-2.55817,0.011771,-0.00979237
187,-317.105,240.284,-13.0826,-2.5407,0.00984476,-0.00250216
188,-317.342,240.052,-13.081,-2.5217,0.0102539,-0.000922506
189,-317.649,239.785,-13.1248,-2.49807,0.00574301,0.00175378
190,-317.877,239.564,-13.1769,-2.48401,0.00219251,0.000892177
191,-318.106,239.327,-13.1773,-2.4679,0.00239277,-0.000859781
192,-318.313,239.111,-13.2674,-2.45214,-0.00381931,-0.000160482
193,-318.537,238.855,-13.5951,-2.4367,-0.0177353,0.00560143
194,-318.742,238.603,-13.3917,-2.42071,-0.0115841,0.0156474
195,-318.98,238.349,-13.4276,-2.40438,-0.0143926,0.0191817
196,-319.242,238.073,-13.42,-2.38677,-0.0164668,0.0178249
197,-319.444,237.789,-13.4423,-2.37171,-0.0173506,0.0212392
198,-319.652,237.524,-13.4612,-2.35888,-0.0199506,0.0261819
199,-319.88,237.253,-13.2396,-2.34543,-0.0133394,0.0198491
200,-320.119,236.975,-13.168,-2.33477,-0.0105229,0.0193786
