id,x,y,z,yaw,pitch,roll
60,-293.891,233.887,-12.7692,2.45637,-0.00210569,0.0495211
61,-294.027,234.013,-12.7615,2.45631,-0.00451325,0.0516189
62,-294.163,234.165,-12.7825,2.45481,-0.00630982,0.051238
63,-294.312,234.296,-12.794,2.4542,-0.00593087,0.0528476
64,-294.425,234.399,-12.7865,2.455,-0.00523831,0.0526992
65,-294.551,234.546,-12.7907,2.45419,-0.004829,0.0529574
66,-294.69,234.659,-12.792,2.45378,-0.00315196,0.0502285
67,-294.811,234.776,-12.7916,2.45438,-0.00331788,0.0481014
68,-294.944,234.894,-12.788,2.45522,-0.00340785,0.047559
69,-295.078,235.009,-12.8,2.45418,-0.00361895,0.0481443
70,-295.204,235.12,-12.7935,2.45433,-0.00375589,0.0476427
71,-295.34,235.242,-12.8111,2.45438,-0.00349295,0.0490246
72,-295.476,235.358,-12.7943,2.45379,-0.00353566,0.0489386
73,-295.601,235.472,-12.8016,2.45304,-0.00414314,0.0490848
74,-295.744,235.593,-12.7997,2.45301,-0.00471004,0.0494361
75,-295.871,235.704,-12.8111,2.45347,-0.00488689,0.0500905
76,-295.992,235.81,-12.8152,2.45306,-0.00463837,0.0500406
77,-296.136,235.942,-12.8058,2.45276,-0.00408988,0.0484789
78,-296.261,236.049,-12.7941,2.45274,-0.00426426,0.0457402
79,-296.414,236.178,-12.8109,2.45393,-0.00489653,0.0454386
80,-296.555,236.305,-12.8288,2.45368,-0.00360744,0.0460086
81,-296.695,236.424,-12.8247,2.45377,-0.00144755,0.0449035
82,-296.841,236.541,-12.8133,2.45372,-0.00114159,0.0466836
83,-296.975,236.672,-12.8131,2.45401,-0.0012702,0.0467718
84,-297.114,236.799,-12.8053,2.4537,-0.00128622,0.0458184
85,-297.264,236.93,-12.8231,2.45387,-0.000895038,0.0462607
86,-297.405,237.046,-12.8143,2.45364,0.000197119,0.0458792
87,-297.536,237.174,-12.8085,2.45301,0.000708908,0.044632
88,-297.692,237.309,-12.816,2.45375,-0.000759851,0.0444401
89,-297.836,237.424,-12.8144,2.45487,-0.00113517,0.0452881
90,-297.982,237.557,-12.8191,2.45466,-0.0013067,0.0451148
91,-298.133,237.679,-12.8216,2.45451,-0.00213791,0.0450137
92,-298.29,237.816,-12.8202,2.4549,-0.00248493,0.0447456
93,-298.435,237.945,-12.8266,2.45573,-0.00287029,0.0438046
94,-298.579,238.08,-12.8244,2.45517,-0.00305721,0.0422699
95,-298.728,238.218,-12.8254,2.45466,-0.00389783,0.0415751
96,-298.876,238.334,-12.8289,2.45495,-0.00575615,0.0408266
97,-299.017,238.451,-12.8215,2.45606,-0.00713472,0.0399759
98,-299.169,238.565,-12.8305,2.45655,-0.00909455,0.0399482
99,-299.306,238.681,-12.8412,2.4576,-0.00930992,0.0388476
100,-299.455,238.817,-12.8493,2.45776,-0.00739623,0.0371971
101,-299.602,238.942,-12.8514,2.45844,-0.00663813,0.0372567
102,-299.742,239.072,-12.8588,2.45873,-0.00574155,0.0388757
103,-299.905,239.212,-12.8609,2.45882,-0.00497504,0.0413729
104,-300.052,239.32,-12.8494,2.45929,-0.00564754,0.0395041
105,-300.212,239.471,-12.8536,2.45975,-0.00601013,0.0374801
106,-300.357,239.59,-12.8611,2.46011,-0.00533231,0.0352335
107,-300.507,239.725,-12.8672,2.46042,-0.00465164,0.03401
108,-300.667,239.864,-12.8653,2.46163,-0.00411862,0.0329498
109,-300.817,239.999,-12.8654,2.46252,-0.00400186,0.0305859
110,-300.975,240.131,-12.8698,2.46241,-0.00435992,0.0304403
111,-301.128,240.261,-12.8725,2.4624,-0.00459199,0.0299355
112,-301.284,240.396,-12.8733,2.46246,-0.00439803,0.028928
113,-301.425,240.531,-12.8764,2.46295,-0.0026964,0.0254336
114,-301.593,240.663,-12.8623,2.46579,-0.00315919,0.0222424
115,-301.749,240.785,-12.8621,2.46747,-0.00534245,0.0222178
116,-301.92,240.91,-12.8651,2.47025,-0.00618443,0.0196405
117,-302.088,241.036,-12.881,2.47302,-0.00664309,0.0186822
118,-302.241,241.175,-12.8858,2.47502,-0.0056629,0.0189264
119,-302.411,241.296,-12.8908,2.47791,-0.00489946,0.0181557
120,-302.586,241.425,-12.8958,2.48014,-0.00484369,0.0179593
121,-302.747,241.568,-12.8958,2.48182,-0.00476755,0.0175131
122,-302.909,241.712,-12.8884,2.48413,-0.00478923,0.0166704
123,-303.076,241.833,-12.8923,2.48665,-0.00472781,0.0151732
124,-303.242,241.957,-12.8943,2.48958,-0.00449109,0.0151501
125,-303.41,242.079,-12.8933,2.49234,-0.00470346,0.0131571
126,-303.586,242.199,-12.8896,2.49569,-0.00488258,0.0129198
127,-303.767,242.312,-12.8973,2.49895,-0.00494302,0.0129989
128,-303.947,242.437,-12.9009,2.50387,-0.00453318,0.0120949
129,-304.129,242.552,-12.903,2.50938,-0.00472032,0.0118271
130,-304.291,242.671,-12.8955,2.51377,-0.00465768,0.011105
131,-304.465,242.787,-12.9058,2.51835,-0.00464713,0.0124121
132,-304.641,242.899,-12.8994,2.52526,-0.00689921,0.01442
133,-304.825,243.009,-12.8907,2.53381,-0.00880782,0.0156774
134,-305.017,243.121,-12.8865,2.54325,-0.0104996,0.0136029
135,-305.205,243.24,-12.8823,2.55342,-0.0121884,0.00984719
136,-305.399,243.337,-12.8877,2.56431,-0.0122891,0.00696987
137,-305.581,243.425,-12.8877,2.57572,-0.011993,0.00637902
138,-305.788,243.502,-12.8955,2.58748,-0.0118615,0.00716171
139,-305.978,243.594,-12.8951,2.59931,-0.0120655,0.0066393
140,-306.179,243.657,-12.8946,2.61178,-0.012088,0.00720853
141,-306.377,243.73,-12.892,2.62464,-0.0123467,0.00634031
142,-306.572,243.801,-12.8853,2.63771,-0.012529,0.00490136
143,-306.767,243.893,-12.8938,2.65203,-0.0127737,0.00236579
144,-306.978,243.965,-12.8944,2.66725,-0.0142899,0.000900428
145,-307.19,244.019,-12.8949,2.68181,-0.0141743,0.0027806
146,-307.381,244.074,-12.8957,2.69679,-0.0130084,0.00354198
147,-307.597,244.129,-12.8976,2.71238,-0.0129366,0.00517051
148,-307.819,244.163,-12.8931,2.73007,-0.0130433,0.00741124
149,-308.039,244.203,-12.8863,2.7482,-0.0117841,0.00612244
150,-308.25,244.237,-12.8886,2.76781,-0.0112085,0.00501246
151,-308.471,244.262,-12.8884,2.78821,-0.0110761,0.00423072
152,-308.703,244.28,-12.8922,2.80888,-0.0110144,0.00253958
153,-308.935,244.292,-12.8871,2.8303,-0.0115559,0.00209457
154,-309.182,244.288,-12.8953,2.85294,-0.0110971,0.00341527
155,-309.417,244.292,-12.8922,2.87585,-0.0103118,0.00387893
156,-309.678,244.254,-12.8941,2.8988,-0.00901518,0.00244155
157,-309.896,244.229,-12.8929,2.92242,-0.00765852,0.00111455
158,-310.162,244.188,-12.8986,2.94602,-0.00762386,0.000459209
159,-310.411,244.139,-12.9007,2.96964,-0.00764413,-3.10949E-05
160,-310.628,244.123,-12.8904,2.99537,-0.00778096,1.26292E-05
161,-310.853,244.07,-12.8944,3.02031,-0.00672947,4.89545E-05
162,-311.081,244.029,-12.8897,3.04352,-0.00657064,0.0017947
163,-311.32,243.974,-12.8951,3.06835,-0.00677929,0.00299946
164,-311.566,243.906,-12.8885,3.09463,-0.00721524,0.00426257
165,-311.792,243.836,-12.8892,3.1213,-0.00731494,0.00391142
166,-312.037,243.758,-12.8813,-3.13596,-0.00709554,0.00448497
167,-312.286,243.662,-12.8885,-3.10919,-0.00597538,0.0036671
168,-312.492,243.562,-12.8949,-3.08112,-0.00463492,0.00371027
169,-312.751,243.463,-12.8889,-3.05497,-0.00499591,0.00438839
170,-313.009,243.35,-12.8919,-3.02725,-0.0052399,0.00499817
171,-313.257,243.241,-12.9031,-2.99947,-0.00522391,0.00596704
172,-313.507,243.121,-12.9128,-2.97124,-0.00513788,0.00779004
173,-313.727,242.987,-12.9096,-2.94291,-0.00158328,0.00912317
174,-313.973,242.813,-12.9225,-2.91288,-0.000487862,0.00950648
175,-314.217,242.656,-12.9301,-2.88371,-0.000477797,0.010634
176,-314.463,242.482,-12.9396,-2.85484,-0.00234737,0.0117405
177,-314.699,242.349,-12.9368,-2.82838,-0.003658,0.0111471
178,-314.919,242.22,-12.9541,-2.79954,-0.0048153,0.00806222
179,-315.15,242.059,-12.947,-2.76939,-0.00630703,0.00751519
180,-315.419,241.856,-12.9483,-2.74187,-0.00553946,0.00985648
181,-315.659,241.662,-12.95,-2.71227,-0.00529702,0.0122534
182,-315.92,241.457,-12.9534,-2.68468,-0.00323484,0.0130353
183,-316.202,241.241,-12.9445,-2.65891,-0.00204049,0.0118984
184,-316.474,241,-12.9301,-2.63324,0.000658985,0.0102421
185,-316.735,240.754,-12.9526,-2.60676,0.00216127,0.00901619
186,-316.974,240.523,-12.9305,-2.58268,0.00367129,0.00506525
187,-317.221,240.277,-12.9465,-2.56101,0.00488031,0.00111011
188,-317.441,240.076,-12.9759,-2.54081,0.00636135,-0.00155338
189,-317.695,239.841,-12.9819,-2.52266,0.00658603,9.56546E-05
190,-317.93,239.622,-12.988,-2.5057,0.00519003,0.00377693
191,-318.15,239.39,-13.0054,-2.48977,0.00293268,0.00705855
192,-318.376,239.172,-12.9993,-2.47247,0.000899329,0.00850317
193,-318.577,238.922,-12.9965,-2.45369,0.000646669,0.0101106
194,-318.815,238.662,-13.0077,-2.43754,0.00123012,0.0110835
195,-319.059,238.412,-13.0227,-2.42065,0.000603784,0.00918277
196,-319.274,238.144,-13.0194,-2.40435,6.60815E-05,0.00913445
197,-319.506,237.867,-13.0223,-2.38895,-0.00111137,0.00806088
198,-319.739,237.583,-13.0284,-2.37467,-0.00395256,0.00847751
199,-319.954,237.349,-13.0488,-2.35984,-0.00747439,0.00841393
200,-320.216,237.046,-13.067,-2.34829,-0.0125411,0.0097463
201,-320.46,236.73,-13.0518,-2.336,-0.0183438,0.00935894
